id,host_identity_verified,neighbourhood_group,cancellation_policy,room_type,construction_year,price_us_dol,service_fee,minimum_nights,number_of_reviews,review_rate_number
15895210,verified,queens,flexible,private room,2009,407,81,2,16,3
39317149,unconfirmed,brooklyn,flexible,entire home/apt,2013,1036,207,3,1,1
5035888,unconfirmed,brooklyn,moderate,entire home/apt,2014,314,63,2,4,4
29248720,verified,queens,strict,entire home/apt,2006,307,61,3,23,4
4132877,unconfirmed,brooklyn,moderate,private room,2004,861,172,2,21,2
40579154,unconfirmed,queens,moderate,private room,2008,195,39,2,7,5
50907164,verified,brooklyn,strict,private room,2008,871,174,7,0,1
23468900,unconfirmed,staten island,flexible,private room,2009,534,107,1,7,2
15948231,unconfirmed,brooklyn,strict,private room,2018,728,146,2,1,3
22491329,verified,manhattan,moderate,private room,2020,956,191,1,2,5
46912930,verified,manhattan,flexible,entire home/apt,2017,324,65,6,0,2
16720346,unconfirmed,manhattan,moderate,private room,2017,711,142,28,1,2
8330357,unconfirmed,manhattan,flexible,entire home/apt,2019,1103,221,1,3,2
54306571,unconfirmed,brooklyn,moderate,entire home/apt,2022,120,24,5,28,4
23838389,verified,bronx,flexible,entire home/apt,2005,304,61,2,15,5
6176939,unconfirmed,brooklyn,strict,private room,2005,379,76,1,0,5
2943775,unconfirmed,brooklyn,moderate,entire home/apt,2018,1114,223,3,3,3
22229539,unconfirmed,brooklyn,flexible,entire home/apt,2014,1150,230,3,31,4
7515162,unconfirmed,manhattan,flexible,entire home/apt,2011,1144,229,8,6,5
49689343,verified,brooklyn,moderate,entire home/apt,2020,712,142,2,47,3
15476567,verified,brooklyn,flexible,private room,2014,869,174,1,0,3
31988128,unconfirmed,brooklyn,flexible,entire home/apt,2018,967,193,2,146,2
51925605,verified,manhattan,flexible,entire home/apt,2005,669,134,2,5,3
37210676,unconfirmed,manhattan,strict,entire home/apt,2009,711,142,30,2,4
16502188,unconfirmed,manhattan,moderate,entire home/apt,2016,872,174,30,0,2
34918631,verified,manhattan,moderate,entire home/apt,2015,901,180,1,2,5
35838763,verified,queens,moderate,private room,2019,226,45,30,5,4
51169507,unconfirmed,brooklyn,strict,private room,2014,523,105,4,18,4
24808228,unconfirmed,manhattan,strict,private room,2020,1040,208,4,5,2
36601489,unconfirmed,manhattan,strict,entire home/apt,2015,429,86,30,11,3
20646095,unconfirmed,brooklyn,flexible,private room,2015,916,183,7,4,2
18323121,unconfirmed,manhattan,strict,private room,2015,696,139,15,0,5
5341309,unconfirmed,queens,strict,entire home/apt,2006,740,148,7,2,1
54747306,verified,brooklyn,flexible,entire home/apt,2010,976,195,2,5,3
29682827,unconfirmed,brooklyn,flexible,entire home/apt,2014,352,70,1,39,3
44867764,verified,brooklyn,flexible,entire home/apt,2005,757,151,2,69,3
9622739,verified,staten island,flexible,entire home/apt,2010,153,31,1,108,5
33884726,verified,brooklyn,strict,shared room,2007,74,15,3,15,4
30579210,unconfirmed,bronx,strict,entire home/apt,2017,734,147,5,1,2
40537732,unconfirmed,brooklyn,moderate,private room,2007,862,172,1,1,2
26961093,verified,brooklyn,strict,entire home/apt,2016,1192,238,3,1,5
36199967,verified,manhattan,strict,entire home/apt,2003,483,97,30,1,5
17426186,verified,staten island,strict,private room,2010,177,35,1,34,5
44690475,verified,brooklyn,moderate,private room,2016,118,24,3,25,4
29778375,verified,brooklyn,moderate,entire home/apt,2013,889,178,1,3,2
22280903,unconfirmed,queens,strict,private room,2021,405,81,3,6,4
53491376,verified,bronx,moderate,private room,2007,520,104,2,1,4
53234556,verified,brooklyn,flexible,private room,2015,268,54,3,1,3
6528202,verified,manhattan,strict,private room,2013,675,135,3,4,5
27792857,verified,brooklyn,strict,entire home/apt,2022,557,111,3,0,5
40859722,verified,brooklyn,moderate,entire home/apt,2012,736,147,2,0,5
22351045,verified,queens,moderate,private room,2016,751,150,1,7,2
51440686,unconfirmed,manhattan,strict,entire home/apt,2015,266,53,2,29,1
6791097,verified,manhattan,moderate,entire home/apt,2004,849,170,3,4,5
13150279,unconfirmed,manhattan,flexible,entire home/apt,2011,651,130,1,12,3
43560469,verified,brooklyn,strict,private room,2011,489,98,2,0,4
15875327,unconfirmed,queens,flexible,shared room,2008,1025,205,1,6,5
23256817,verified,brooklyn,moderate,private room,2011,897,179,1,0,3
48931587,unconfirmed,queens,flexible,entire home/apt,2005,274,55,4,1,1
19106835,unconfirmed,bronx,flexible,entire home/apt,2005,994,199,1,47,3
41266768,unconfirmed,brooklyn,strict,private room,2010,408,82,4,17,3
38529569,verified,brooklyn,strict,private room,2009,911,182,30,13,2
36846711,unconfirmed,brooklyn,moderate,entire home/apt,2010,578,116,6,1,3
42523250,unconfirmed,manhattan,moderate,entire home/apt,2011,604,121,30,0,2
8263529,verified,brooklyn,flexible,private room,2003,445,89,30,0,2
2483157,unconfirmed,brooklyn,moderate,entire home/apt,2018,875,175,5,3,2
50691767,verified,brooklyn,moderate,entire home/apt,2011,1056,211,30,7,3
28560001,unconfirmed,queens,flexible,private room,2018,167,33,1,36,3
35604588,unconfirmed,manhattan,strict,entire home/apt,2008,250,50,7,4,4
24707157,verified,manhattan,moderate,entire home/apt,2013,538,108,1,5,2
20346196,unconfirmed,brooklyn,strict,entire home/apt,2008,995,199,2,25,3
41021546,verified,queens,flexible,private room,2010,1189,238,1,1,4
37992733,unconfirmed,manhattan,flexible,entire home/apt,2021,382,76,30,232,2
50705022,verified,manhattan,moderate,entire home/apt,2018,555,111,2,4,2
1408381,unconfirmed,queens,flexible,private room,2006,896,179,1,38,3
30392533,unconfirmed,manhattan,moderate,private room,2005,777,155,1,566,3
37265906,unconfirmed,manhattan,flexible,entire home/apt,2013,91,18,30,1,3
5441828,unconfirmed,manhattan,flexible,entire home/apt,2021,577,115,4,4,2
56090500,unconfirmed,queens,flexible,private room,2012,352,70,2,4,4
21340888,verified,brooklyn,strict,entire home/apt,2010,96,19,2,73,4
5296021,unconfirmed,queens,moderate,private room,2011,809,162,2,40,1
51135816,unconfirmed,manhattan,strict,entire home/apt,2003,193,39,1,4,5
48147873,verified,manhattan,flexible,entire home/apt,2006,131,26,3,60,2
12664807,unconfirmed,manhattan,strict,private room,2015,863,173,1,0,1
16023344,verified,brooklyn,moderate,private room,2019,897,179,1,4,4
31534137,verified,brooklyn,moderate,private room,2004,67,13,1,73,3
51930024,verified,manhattan,moderate,entire home/apt,2020,893,179,1,2,5
51175582,unconfirmed,brooklyn,flexible,private room,2011,1123,225,2,38,4
34384005,verified,manhattan,moderate,private room,2011,519,104,30,16,2
29486761,verified,manhattan,strict,entire home/apt,2006,1193,239,2,18,5
32846954,verified,manhattan,flexible,entire home/apt,2019,1026,205,1,26,2
39861164,unconfirmed,brooklyn,strict,private room,2006,755,151,5,8,5
50561424,unconfirmed,queens,flexible,private room,2008,431,86,1,122,5
30139579,unconfirmed,brooklyn,flexible,private room,2009,1144,229,3,29,4
36147499,unconfirmed,manhattan,moderate,private room,2003,802,160,7,24,4
56434030,verified,queens,flexible,entire home/apt,2004,1168,234,2,32,3
3624761,unconfirmed,manhattan,flexible,entire home/apt,2022,890,178,5,49,1
34999819,verified,manhattan,flexible,private room,2018,508,102,30,1,4
44279012,verified,brooklyn,moderate,private room,2022,134,27,7,0,4
49029896,verified,brooklyn,flexible,entire home/apt,2010,176,35,3,1,4
9244966,verified,queens,moderate,entire home/apt,2005,766,153,3,6,3
41246332,unconfirmed,brooklyn,moderate,entire home/apt,2011,492,98,2,136,2
47144344,unconfirmed,manhattan,strict,entire home/apt,2017,570,114,6,10,2
56320256,verified,manhattan,strict,entire home/apt,2007,126,25,2,15,5
20611300,unconfirmed,manhattan,strict,shared room,2021,984,197,2,54,2
46183342,unconfirmed,brooklyn,moderate,private room,2008,391,78,1,7,5
15657721,unconfirmed,brooklyn,moderate,private room,2010,1146,229,3,86,4
9069334,unconfirmed,manhattan,strict,private room,2014,288,58,5,16,2
34428189,verified,manhattan,strict,entire home/apt,2012,650,130,3,99,3
32816578,verified,brooklyn,flexible,entire home/apt,2017,284,57,1,97,3
43727816,unconfirmed,bronx,strict,entire home/apt,2009,164,33,2,86,3
32398486,unconfirmed,manhattan,strict,entire home/apt,2012,346,69,1,7,3
35808387,unconfirmed,manhattan,moderate,private room,2015,1181,236,1,12,2
51764886,unconfirmed,staten island,flexible,entire home/apt,2011,954,191,4,54,3
33425212,verified,queens,moderate,private room,2020,664,133,2,113,4
2137969,unconfirmed,brooklyn,strict,entire home/apt,2007,939,188,4,22,5
55111272,verified,brooklyn,moderate,shared room,2011,703,141,1,33,5
42638128,unconfirmed,manhattan,moderate,entire home/apt,2014,1020,204,1,0,5
53988446,verified,manhattan,strict,private room,2017,1078,216,2,0,3
12246716,unconfirmed,brooklyn,flexible,private room,2022,696,139,2,52,5
14461439,verified,brooklyn,moderate,entire home/apt,2010,1161,232,3,3,1
2750470,unconfirmed,manhattan,flexible,entire home/apt,2011,148,30,3,158,5
26651805,unconfirmed,queens,strict,private room,2017,64,13,1,2,4
22468685,unconfirmed,manhattan,flexible,entire home/apt,2004,568,114,2,1,2
40315155,verified,manhattan,strict,entire home/apt,2018,984,197,2,144,2
21790460,verified,brooklyn,strict,entire home/apt,2003,899,180,30,3,4
54588796,unconfirmed,bronx,flexible,private room,2006,816,163,5,6,4
21647415,unconfirmed,manhattan,flexible,entire home/apt,2014,714,143,7,0,5
23833970,verified,manhattan,flexible,entire home/apt,2011,270,54,4,17,2
38058457,unconfirmed,manhattan,moderate,entire home/apt,2007,817,163,31,19,3
29387899,unconfirmed,manhattan,flexible,private room,2018,810,162,2,156,3
8878239,unconfirmed,manhattan,moderate,entire home/apt,2022,1048,210,30,0,3
3840710,unconfirmed,brooklyn,strict,private room,2011,951,190,1,6,3
50997189,unconfirmed,manhattan,strict,private room,2004,257,51,1,165,5
27909392,verified,brooklyn,strict,private room,2017,323,65,1,0,5
7188753,unconfirmed,manhattan,flexible,entire home/apt,2016,665,133,1,0,2
14845288,unconfirmed,brooklyn,flexible,private room,2022,1013,203,1,58,5
6214496,unconfirmed,brooklyn,flexible,entire home/apt,2018,64,13,5,9,3
18338585,unconfirmed,brooklyn,flexible,entire home/apt,2007,714,143,2,3,3
35801207,verified,brooklyn,flexible,entire home/apt,2013,860,172,30,4,3
6341525,verified,brooklyn,moderate,private room,2014,773,155,3,4,3
46750002,unconfirmed,brooklyn,strict,private room,2014,911,182,3,4,4
10677632,verified,manhattan,moderate,entire home/apt,2014,752,150,4,20,1
18970969,verified,manhattan,moderate,entire home/apt,2022,795,159,1,68,2
38730054,verified,manhattan,moderate,shared room,2009,878,176,3,0,5
3281230,unconfirmed,manhattan,moderate,entire home/apt,2007,800,160,3,32,2
54137014,unconfirmed,staten island,flexible,private room,2019,513,103,1,16,3
15920064,verified,queens,strict,shared room,2018,1098,220,5,16,5
22868550,verified,manhattan,moderate,entire home/apt,2003,210,42,30,0,4
28867633,verified,queens,flexible,private room,2005,299,60,7,12,5
6681189,unconfirmed,bronx,flexible,entire home/apt,2012,551,110,2,152,1
4489111,verified,manhattan,flexible,private room,2014,621,124,2,2,2
27209076,verified,manhattan,strict,entire home/apt,2010,506,101,1,0,3
56645561,verified,manhattan,strict,private room,2020,797,159,3,5,5
13836236,verified,manhattan,moderate,entire home/apt,2020,626,125,3,0,3
34097361,unconfirmed,brooklyn,strict,entire home/apt,2009,480,96,14,1,5
25731121,unconfirmed,brooklyn,strict,entire home/apt,2013,944,189,3,6,4
29125557,unconfirmed,manhattan,moderate,private room,2008,284,57,1,78,3
29532049,unconfirmed,brooklyn,strict,private room,2015,702,140,2,3,3
43843799,verified,manhattan,moderate,entire home/apt,2008,783,157,5,8,5
10737280,unconfirmed,manhattan,flexible,private room,2020,1167,233,6,0,1
57297275,verified,manhattan,moderate,entire home/apt,2016,167,33,3,1,1
6852955,verified,queens,strict,private room,2017,1135,227,4,32,5
13837340,unconfirmed,manhattan,moderate,private room,2017,374,75,3,18,3
23111010,verified,manhattan,strict,shared room,2015,981,196,3,0,2
53887927,verified,brooklyn,strict,private room,2006,234,47,30,0,2
9207409,unconfirmed,brooklyn,strict,entire home/apt,2005,947,189,3,9,3
38146273,unconfirmed,brooklyn,flexible,entire home/apt,2009,1152,230,30,32,3
16339259,verified,manhattan,strict,entire home/apt,2021,1141,228,14,10,3
57296723,verified,manhattan,strict,private room,2011,149,30,1,2,3
3322101,verified,brooklyn,moderate,private room,2010,782,156,1,3,5
7593589,verified,brooklyn,moderate,entire home/apt,2017,387,77,2,3,3
42232740,verified,manhattan,strict,entire home/apt,2011,563,113,29,1,3
12205294,unconfirmed,manhattan,flexible,entire home/apt,2016,1096,219,15,0,3
38441753,verified,manhattan,moderate,entire home/apt,2009,211,42,31,29,5
7819480,unconfirmed,brooklyn,moderate,entire home/apt,2020,494,99,3,20,4
45869083,verified,brooklyn,strict,entire home/apt,2018,929,186,2,73,3
15605253,verified,bronx,moderate,private room,2006,157,31,3,5,5
12284273,unconfirmed,manhattan,moderate,private room,2016,624,125,3,78,5
8111094,unconfirmed,manhattan,moderate,private room,2003,812,162,1,0,1
3413782,unconfirmed,manhattan,moderate,entire home/apt,2003,691,138,1,10,1
42383518,unconfirmed,queens,strict,entire home/apt,2014,423,85,3,12,3
13380588,verified,manhattan,moderate,entire home/apt,2006,1109,222,30,0,5
49244741,verified,queens,moderate,private room,2004,282,56,20,0,5
34348105,unconfirmed,bronx,moderate,shared room,2013,622,124,1,14,2
40779087,verified,manhattan,flexible,private room,2010,482,96,2,1,1
22100301,unconfirmed,queens,strict,entire home/apt,2021,563,113,14,1,5
40169347,verified,manhattan,strict,entire home/apt,2006,546,109,115,45,5
56382666,verified,brooklyn,moderate,private room,2020,972,194,3,31,3
52561855,unconfirmed,brooklyn,strict,entire home/apt,2020,391,78,1,59,3
53189820,unconfirmed,brooklyn,flexible,entire home/apt,2003,511,102,4,2,4
28909055,unconfirmed,queens,flexible,entire home/apt,2012,349,70,2,7,3
38582590,unconfirmed,manhattan,moderate,entire home/apt,2021,491,98,30,97,2
40287540,unconfirmed,brooklyn,flexible,private room,2019,384,77,1,214,3
3588309,verified,queens,strict,private room,2009,674,135,3,25,5
29212268,verified,manhattan,strict,private room,2016,956,191,1,7,4
33011539,unconfirmed,queens,strict,entire home/apt,2003,722,144,2,8,5
50939197,unconfirmed,manhattan,flexible,private room,2007,362,72,2,1,3
33699705,unconfirmed,queens,moderate,entire home/apt,2012,849,170,2,6,4
22385287,verified,manhattan,flexible,entire home/apt,2013,1066,213,30,0,2
6039969,unconfirmed,manhattan,strict,entire home/apt,2009,110,22,30,9,1
20706848,unconfirmed,brooklyn,moderate,private room,2007,146,29,5,24,3
22045071,unconfirmed,manhattan,flexible,private room,2015,151,30,14,2,4
47277448,verified,manhattan,strict,entire home/apt,2019,125,25,2,94,5
17060011,unconfirmed,brooklyn,moderate,entire home/apt,2015,141,28,2,31,2
33487070,unconfirmed,queens,flexible,entire home/apt,2005,927,185,2,92,4
27099168,unconfirmed,queens,moderate,private room,2021,396,79,1,10,3
12105328,unconfirmed,manhattan,strict,private room,2022,808,162,3,1,4
15326893,unconfirmed,manhattan,moderate,entire home/apt,2015,1114,223,5,11,3
55931437,unconfirmed,queens,strict,private room,2016,519,104,1,0,3
23162926,unconfirmed,brooklyn,strict,private room,2004,324,65,2,14,4
26678315,unconfirmed,queens,flexible,private room,2020,551,110,30,0,2
48348910,unconfirmed,manhattan,flexible,private room,2017,874,175,3,23,4
3804811,unconfirmed,brooklyn,flexible,entire home/apt,2020,1189,238,3,36,2
39628093,unconfirmed,manhattan,flexible,entire home/apt,2021,898,180,7,3,1
26952256,verified,manhattan,strict,entire home/apt,2006,590,118,30,0,3
7596903,verified,brooklyn,strict,private room,2021,850,170,1,0,4
3467356,unconfirmed,manhattan,strict,private room,2004,952,190,2,0,1
42396773,verified,manhattan,flexible,entire home/apt,2010,101,20,3,7,4
54504846,verified,brooklyn,flexible,private room,2005,741,148,4,5,5
25078855,unconfirmed,queens,moderate,entire home/apt,2022,834,167,1,0,5
51956534,unconfirmed,manhattan,flexible,entire home/apt,2012,1195,239,1,25,2
28052990,verified,queens,moderate,private room,2007,944,189,1,2,4
38308096,unconfirmed,brooklyn,moderate,private room,2017,879,176,30,21,4
29814827,unconfirmed,brooklyn,flexible,entire home/apt,2019,487,97,1,153,2
47292913,verified,brooklyn,flexible,private room,2014,180,36,1,2,2
4460391,verified,manhattan,strict,private room,2006,449,90,1,0,1
19823720,verified,manhattan,strict,private room,2006,459,92,2,14,3
12655418,verified,manhattan,strict,private room,2017,586,117,1,226,1
24630387,unconfirmed,bronx,moderate,private room,2012,472,94,1,10,5
16360799,unconfirmed,manhattan,moderate,private room,2017,253,51,1,0,4
5634581,verified,manhattan,strict,private room,2017,586,117,2,50,1
18357364,verified,manhattan,strict,private room,2006,792,158,4,2,5
2098756,verified,brooklyn,strict,entire home/apt,2014,1193,239,2,20,5
39655156,verified,brooklyn,moderate,entire home/apt,2006,551,110,5,42,4
35559299,unconfirmed,manhattan,strict,entire home/apt,2009,152,30,29,151,4
51279414,unconfirmed,brooklyn,strict,shared room,2005,907,181,30,0,1
50826528,unconfirmed,manhattan,strict,private room,2012,794,159,3,1,4
19485712,unconfirmed,queens,strict,entire home/apt,2007,159,32,2,14,3
51014310,verified,brooklyn,strict,entire home/apt,2015,207,41,30,32,3
14662477,unconfirmed,manhattan,moderate,entire home/apt,2013,474,95,3,8,3
31739040,unconfirmed,brooklyn,flexible,entire home/apt,2018,821,164,2,106,2
15490374,unconfirmed,brooklyn,strict,private room,2008,803,161,2,8,4
28646160,verified,brooklyn,flexible,entire home/apt,2021,150,30,2,44,3
40446050,verified,brooklyn,strict,private room,2016,337,67,1,0,2
42913726,unconfirmed,manhattan,strict,private room,2004,1116,223,4,1,4
42415552,verified,brooklyn,flexible,private room,2004,189,38,2,3,5
9688463,verified,queens,moderate,private room,2015,689,138,1,70,2
46111543,verified,manhattan,strict,entire home/apt,2004,707,141,2,1,2
31137586,unconfirmed,manhattan,moderate,private room,2019,1168,234,2,15,4
27424473,verified,manhattan,flexible,entire home/apt,2004,466,93,3,0,5
26080174,verified,manhattan,strict,private room,2004,607,121,4,4,4
11722031,unconfirmed,manhattan,strict,entire home/apt,2008,164,33,2,13,4
27675769,verified,manhattan,strict,entire home/apt,2003,938,188,2,0,4
3205565,unconfirmed,manhattan,flexible,entire home/apt,2010,695,139,1,20,5
6221123,verified,queens,flexible,entire home/apt,2018,339,68,3,139,4
21208888,unconfirmed,manhattan,flexible,private room,2018,919,184,1,31,4
32837565,unconfirmed,manhattan,moderate,entire home/apt,2017,983,197,30,2,4
25134085,unconfirmed,brooklyn,moderate,shared room,2011,1175,235,1,2,3
46095526,unconfirmed,queens,flexible,entire home/apt,2012,791,158,30,8,5
41514198,verified,brooklyn,flexible,private room,2006,1074,215,1,2,3
47254804,unconfirmed,manhattan,strict,entire home/apt,2006,695,139,15,1,5
3026068,verified,manhattan,flexible,entire home/apt,2003,129,26,6,65,3
19918716,verified,manhattan,flexible,entire home/apt,2003,853,171,1,54,5
25442820,verified,queens,flexible,private room,2018,522,104,1,3,5
45610055,unconfirmed,brooklyn,strict,entire home/apt,2010,245,49,3,29,5
23385503,unconfirmed,brooklyn,flexible,private room,2018,675,135,2,1,5
33261731,unconfirmed,brooklyn,moderate,entire home/apt,2016,223,45,5,81,5
17615625,verified,manhattan,moderate,private room,2007,1166,233,1,0,2
34693293,unconfirmed,manhattan,flexible,entire home/apt,2008,1155,231,30,1,2
53420129,unconfirmed,manhattan,moderate,entire home/apt,2010,442,88,2,25,4
19469143,verified,brooklyn,moderate,private room,2007,391,78,2,6,2
18621915,unconfirmed,manhattan,flexible,entire home/apt,2022,261,52,2,0,2
15490927,verified,brooklyn,moderate,entire home/apt,2005,444,89,5,6,4
10442352,verified,manhattan,strict,entire home/apt,2016,1034,207,30,2,4
54656729,verified,brooklyn,flexible,entire home/apt,2007,1079,216,2,5,5
12835468,unconfirmed,manhattan,moderate,private room,2018,587,117,3,126,5
40242803,unconfirmed,brooklyn,flexible,entire home/apt,2010,902,180,1,5,4
42909308,verified,manhattan,moderate,private room,2020,987,197,2,5,4
17347207,verified,brooklyn,moderate,entire home/apt,2019,67,13,5,25,3
18529129,verified,manhattan,strict,entire home/apt,2022,887,177,2,29,3
47818150,unconfirmed,brooklyn,strict,entire home/apt,2018,612,122,3,35,3
36328101,unconfirmed,manhattan,moderate,entire home/apt,2004,860,172,30,1,3
6161475,unconfirmed,queens,moderate,private room,2013,380,76,1,86,3
48933796,unconfirmed,brooklyn,moderate,entire home/apt,2019,1137,227,1,24,1
51288251,unconfirmed,brooklyn,strict,entire home/apt,2008,923,185,1,68,2
24698320,unconfirmed,brooklyn,strict,private room,2014,942,188,2,7,3
20351167,verified,bronx,flexible,private room,2004,1014,203,2,3,2
41357345,verified,manhattan,moderate,private room,2022,1060,212,1,2,1
40844810,unconfirmed,brooklyn,strict,entire home/apt,2015,125,25,1,0,3
36376151,verified,manhattan,flexible,entire home/apt,2020,1119,224,3,4,4
26283973,unconfirmed,brooklyn,moderate,private room,2014,151,30,1,7,4
53601283,unconfirmed,manhattan,moderate,private room,2019,164,33,7,5,4
26207203,verified,bronx,flexible,entire home/apt,2013,614,123,14,0,5
4092007,verified,manhattan,moderate,private room,2007,93,19,1,239,5
8135947,unconfirmed,brooklyn,flexible,private room,2022,353,71,2,1,1
9112966,unconfirmed,brooklyn,moderate,private room,2013,216,43,3,3,3
26378969,unconfirmed,manhattan,flexible,entire home/apt,2008,974,195,29,0,4
26582767,verified,brooklyn,moderate,entire home/apt,2021,660,132,4,0,5
50103015,verified,brooklyn,moderate,entire home/apt,2015,453,91,5,3,2
8225972,unconfirmed,manhattan,flexible,private room,2021,834,167,4,1,2
56777008,verified,brooklyn,flexible,private room,2018,659,132,2,0,3
10377181,verified,manhattan,flexible,entire home/apt,2014,1118,224,2,22,2
39908662,verified,manhattan,flexible,private room,2022,879,176,10,36,5
12311888,verified,brooklyn,moderate,entire home/apt,2004,167,33,2,9,2
57350296,verified,brooklyn,moderate,entire home/apt,2007,210,42,3,0,2
10394854,verified,manhattan,flexible,private room,2010,372,74,2,0,2
35985675,unconfirmed,manhattan,moderate,private room,2013,118,24,1,1,3
52548047,verified,brooklyn,moderate,private room,2005,301,60,2,16,2
5304305,verified,brooklyn,strict,private room,2016,1108,222,30,16,5
16263042,unconfirmed,manhattan,moderate,entire home/apt,2018,341,68,14,5,4
19628758,unconfirmed,manhattan,moderate,entire home/apt,2017,1188,238,1,11,2
8739059,verified,brooklyn,moderate,entire home/apt,2008,121,24,2,97,1
1112901,unconfirmed,queens,moderate,entire home/apt,2005,907,181,7,38,4
41684306,unconfirmed,manhattan,strict,entire home/apt,2020,134,27,30,0,2
50149408,unconfirmed,manhattan,moderate,private room,2015,485,97,3,54,4
37149371,unconfirmed,manhattan,moderate,private room,2022,278,56,1,8,3
11208945,unconfirmed,brooklyn,flexible,entire home/apt,2018,1054,211,2,24,2
5918463,unconfirmed,brooklyn,moderate,entire home/apt,2015,142,28,1,1,4
21387281,verified,manhattan,moderate,private room,2019,131,26,4,0,5
32280847,verified,brooklyn,strict,private room,2022,386,77,1,29,4
48192057,verified,manhattan,strict,entire home/apt,2018,423,85,30,4,1
46100497,verified,manhattan,moderate,entire home/apt,2005,737,147,2,16,2
27323402,verified,manhattan,moderate,private room,2012,694,139,14,0,3
19549779,verified,bronx,strict,entire home/apt,2013,564,113,1,1,4
12339503,unconfirmed,bronx,strict,entire home/apt,2003,731,146,26,3,4
7922207,unconfirmed,manhattan,moderate,entire home/apt,2006,335,67,30,1,2
43469892,unconfirmed,staten island,moderate,entire home/apt,2010,808,162,5,83,4
13637408,unconfirmed,brooklyn,moderate,private room,2022,90,18,28,6,2
46354003,unconfirmed,manhattan,flexible,entire home/apt,2007,1006,201,5,1,2
39222153,verified,brooklyn,moderate,entire home/apt,2006,344,69,15,37,4
11873914,verified,brooklyn,moderate,private room,2015,472,94,2,146,1
29647480,unconfirmed,manhattan,moderate,entire home/apt,2003,933,187,3,32,4
14880635,unconfirmed,queens,moderate,entire home/apt,2010,66,13,2,95,4
56949326,unconfirmed,brooklyn,flexible,private room,2016,319,64,7,2,3
50196354,unconfirmed,queens,moderate,private room,2010,1112,222,1,0,1
44237037,verified,manhattan,moderate,entire home/apt,2009,763,153,2,45,1
35305794,unconfirmed,manhattan,strict,entire home/apt,2020,608,122,45,1,5
49471184,verified,manhattan,strict,entire home/apt,2020,100,20,30,23,1
2768144,unconfirmed,brooklyn,moderate,entire home/apt,2022,335,67,30,14,4
15557755,unconfirmed,manhattan,moderate,private room,2011,173,35,1,51,3
16097904,unconfirmed,manhattan,moderate,entire home/apt,2007,788,158,4,15,2
46152966,verified,brooklyn,strict,private room,2013,218,44,3,0,2
47266955,verified,manhattan,moderate,entire home/apt,2007,878,176,3,4,5
24431559,verified,manhattan,flexible,private room,2018,922,184,2,6,4
14927581,verified,brooklyn,strict,private room,2013,283,57,2,153,5
5303201,verified,brooklyn,moderate,entire home/apt,2004,1106,221,2,5,4
19756892,unconfirmed,brooklyn,flexible,entire home/apt,2021,870,174,3,7,2
39942352,unconfirmed,brooklyn,moderate,entire home/apt,2018,614,123,3,308,1
19206249,unconfirmed,brooklyn,flexible,entire home/apt,2012,646,129,14,0,4
16027762,verified,brooklyn,flexible,entire home/apt,2018,69,14,3,36,4
7804015,verified,bronx,strict,private room,2005,144,29,7,9,4
44242560,verified,brooklyn,moderate,entire home/apt,2011,1189,238,1,0,2
32249365,verified,brooklyn,moderate,entire home/apt,2003,1062,212,30,27,5
12979618,verified,manhattan,flexible,entire home/apt,2022,158,32,4,75,1
16097352,unconfirmed,brooklyn,moderate,private room,2012,293,59,3,3,3
7204770,unconfirmed,queens,flexible,entire home/apt,2004,647,129,3,11,4
22414007,verified,manhattan,strict,entire home/apt,2018,578,116,30,0,2
8332014,unconfirmed,manhattan,flexible,entire home/apt,2014,1130,226,5,0,3
19381880,unconfirmed,brooklyn,flexible,entire home/apt,2014,1116,223,60,13,2
9567509,unconfirmed,manhattan,moderate,entire home/apt,2019,890,178,1,3,1
36034277,unconfirmed,brooklyn,moderate,entire home/apt,2015,1119,224,30,65,3
6839699,verified,manhattan,moderate,entire home/apt,2007,463,93,7,0,4
40316259,unconfirmed,manhattan,flexible,entire home/apt,2015,525,105,4,10,3
2727274,verified,manhattan,moderate,private room,2016,994,199,3,97,4
54583825,unconfirmed,manhattan,strict,entire home/apt,2015,1018,204,2,38,2
56328541,unconfirmed,manhattan,flexible,private room,2018,1095,219,7,14,4
31623610,verified,brooklyn,flexible,private room,2014,895,179,30,36,4
21815866,unconfirmed,brooklyn,strict,entire home/apt,2019,760,152,2,7,4
41124826,verified,manhattan,strict,private room,2003,872,174,2,3,3
22206895,verified,manhattan,flexible,entire home/apt,2022,869,174,2,5,5
8119931,unconfirmed,manhattan,strict,shared room,2006,827,165,1,0,4
42713794,unconfirmed,brooklyn,moderate,entire home/apt,2015,278,56,5,2,4
36019365,unconfirmed,manhattan,flexible,entire home/apt,2008,564,113,30,5,2
27742597,verified,bronx,moderate,private room,2009,567,113,2,0,3
29586175,verified,queens,flexible,private room,2007,248,50,1,49,3
3615924,verified,manhattan,strict,entire home/apt,2021,396,79,30,13,3
14273657,unconfirmed,brooklyn,flexible,private room,2014,765,153,7,62,5
1465268,unconfirmed,brooklyn,flexible,entire home/apt,2004,130,26,1,73,5
3545782,unconfirmed,manhattan,flexible,private room,2021,1179,236,4,3,4
4834850,verified,manhattan,moderate,private room,2007,848,170,4,99,2
40685196,verified,brooklyn,strict,private room,2010,970,194,3,1,1
54525281,unconfirmed,queens,strict,entire home/apt,2005,603,121,1,33,5
